Timestamp,Image_Path,Latitude,Longitude,Detection_Type,Confidence
2025-11-06 11:24:57,Dataset/pothole/pothole_1644.jpg,-37.96208,144.893569,pothole,0.61
2025-11-10 20:57:15,Dataset/pothole/pothole_262.jpg,-33.92071,151.210438,pothole,0.43
2025-09-10 22:01:17,Dataset/pothole/pothole_1564.jpg,-33.891818,151.328938,pothole,0.44
2025-11-08 12:14:04,Dataset/pothole/pothole_1930.jpg,-33.972673,151.342843,pothole,0.76
2025-11-21 15:38:43,Dataset/pothole/pothole_978.jpg,-33.978253,151.285079,pothole,0.69
2025-11-09 00:29:54,Dataset/pothole/pothole_1472.jpg,-33.861015,151.079678,pothole,0.41
2025-09-07 07:07:12,Dataset/pothole/pothole_1350.jpg,-33.859967,151.304316,pothole,0.87
2025-09-24 20:17:02,Dataset/pothole/pothole_34.jpg,-37.69447,144.813798,pothole,0.67
2025-11-14 18:55:38,Dataset/pothole/pothole_415.jpg,-37.843565,144.887975,pothole,0.76
2025-10-23 21:40:53,Dataset/pothole/pothole_93.jpg,-33.727888,151.249276,pothole,0.8
2025-09-29 18:44:20,Dataset/pothole/pothole_1366.jpg,-37.905277,144.980277,pothole,0.73
2025-10-02 20:52:16,Dataset/pothole/pothole_1332.jpg,-33.811405,151.143569,pothole,0.47
2025-09-13 11:58:21,Dataset/pothole/pothole_1357.jpg,-33.985277,151.356835,pothole,0.94
2025-08-23 19:50:23,Dataset/pothole/pothole_1183.jpg,-37.86303,144.9595,pothole,0.65
2025-10-25 06:52:40,Dataset/pothole/pothole_1460.jpg,-37.714479,145.052191,pothole,0.64
2025-08-26 01:09:09,Dataset/pothole/pothole_728.jpg,-37.918732,144.926719,pothole,0.42
2025-09-29 20:44:41,Dataset/pothole/pothole_62.jpg,-37.872156,144.857066,pothole,0.44
2025-10-29 10:55:00,Dataset/pothole/pothole_1591.jpg,-33.844624,151.104885,pothole,0.92
2025-09-15 20:19:48,Dataset/pothole/pothole_282.jpg,-37.668536,145.030207,pothole,0.55
2025-09-30 07:38:42,Dataset/pothole/pothole_1574.jpg,-37.883349,144.967135,pothole,0.58
2025-11-02 20:10:43,Dataset/pothole/pothole_25.jpg,-33.849186,151.205891,pothole,0.61
2025-10-31 12:58:45,Dataset/pothole/pothole_1907.jpg,-37.95478,144.954842,pothole,0.88
2025-10-12 11:39:30,Dataset/pothole/pothole_532.jpg,-37.7201,145.095691,pothole,0.68
2025-10-08 15:45:39,Dataset/pothole/pothole_957.jpg,-37.868836,145.067748,pothole,0.88
2025-11-06 23:26:07,Dataset/pothole/pothole_908.jpg,-33.772165,151.184056,pothole,0.71
2025-08-26 23:32:38,Dataset/pothole/pothole_147.jpg,-33.988363,151.128511,pothole,0.81
2025-10-20 13:43:13,Dataset/pothole/pothole_1290.jpg,-33.846523,151.261465,pothole,0.75
2025-10-27 21:51:27,Dataset/pothole/pothole_91.jpg,-37.864781,144.837383,pothole,0.61
2025-09-08 03:35:25,Dataset/pothole/pothole_232.jpg,-33.942209,151.171902,pothole,0.82
2025-10-02 18:43:40,Dataset/pothole/pothole_350.jpg,-33.862839,151.221995,pothole,0.55
2025-10-09 07:20:59,Dataset/pothole/pothole_1191.jpg,-33.81055,151.16938,pothole,0.5
2025-10-27 05:27:48,Dataset/pothole/pothole_541.jpg,-37.915403,145.049831,pothole,0.86
2025-10-28 07:29:56,Dataset/pothole/pothole_576.jpg,-37.668342,145.012306,pothole,0.57
2025-10-25 12:20:51,Dataset/pothole/pothole_1419.jpg,-33.833906,151.344651,pothole,0.51
2025-11-20 10:29:07,Dataset/pothole/pothole_274.jpg,-37.93426,145.066344,pothole,0.42
2025-09-07 02:13:43,Dataset/pothole/pothole_441.jpg,-33.789977,151.264793,pothole,0.74
2025-10-02 22:41:42,Dataset/pothole/pothole_265.jpg,-33.806032,151.152036,pothole,0.95
2025-11-11 05:52:54,Dataset/pothole/pothole_1813.jpg,-33.735379,151.16421,pothole,0.77
2025-10-06 18:58:12,Dataset/pothole/pothole_294.jpg,-37.681419,145.055103,pothole,0.51
2025-11-19 12:26:09,Dataset/pothole/pothole_468.jpg,-37.826678,144.998025,pothole,0.84
2025-11-07 01:42:07,Dataset/pothole/pothole_428.jpg,-37.817112,144.965964,pothole,0.5
2025-11-15 14:30:19,Dataset/pothole/pothole_503.jpg,-37.801271,144.962619,pothole,0.66
2025-10-19 04:53:53,Dataset/pothole/pothole_1800.jpg,-37.672862,144.943953,pothole,0.94
2025-11-03 23:45:49,Dataset/pothole/pothole_290.jpg,-37.734971,144.860497,pothole,0.86
2025-11-04 10:07:30,Dataset/pothole/pothole_1812.jpg,-33.935331,151.157449,pothole,0.44
2025-09-12 19:11:28,Dataset/pothole/pothole_824.jpg,-33.720595,151.18869,pothole,0.78
2025-10-27 16:39:25,Dataset/pothole/pothole_844.jpg,-37.909459,145.034098,pothole,0.84
2025-11-15 00:03:14,Dataset/pothole/pothole_1926.jpg,-33.969063,151.27703,pothole,0.91
2025-10-10 09:38:44,Dataset/pothole/pothole_1183.jpg,-37.715342,145.111419,pothole,0.67
2025-10-30 10:08:26,Dataset/pothole/pothole_1721.jpg,-37.72989,145.048895,pothole,0.92
2025-11-20 17:30:48,Dataset/pothole/pothole_1620.jpg,-37.732973,145.059592,pothole,0.69
2025-09-17 18:43:16,Dataset/pothole/pothole_594.jpg,-37.674577,145.045586,pothole,0.67
2025-10-21 05:03:26,Dataset/pothole/pothole_1602.jpg,-37.728215,145.011487,pothole,0.85
2025-11-17 18:24:45,Dataset/pothole/pothole_535.jpg,-37.955713,144.982584,pothole,0.48
2025-10-24 12:23:55,Dataset/pothole/pothole_1499.jpg,-33.809865,151.219468,pothole,0.68
2025-11-03 07:31:40,Dataset/pothole/pothole_1378.jpg,-37.71241,145.003658,pothole,0.51
2025-10-31 13:15:06,Dataset/pothole/pothole_1884.jpg,-33.781945,151.215834,pothole,0.45
2025-11-20 05:41:03,Dataset/pothole/pothole_1326.jpg,-37.925721,145.075491,pothole,0.71
2025-08-26 15:13:38,Dataset/pothole/pothole_1233.jpg,-33.719719,151.283256,pothole,0.53
2025-09-06 08:49:51,Dataset/pothole/pothole_1589.jpg,-34.008658,151.115445,pothole,0.53
2025-11-11 00:42:49,Dataset/pothole/pothole_1224.jpg,-37.963008,144.859099,pothole,0.49
2025-11-17 06:55:20,Dataset/pothole/pothole_1381.jpg,-37.688579,145.087899,pothole,0.6
2025-09-23 01:42:42,Dataset/pothole/pothole_712.jpg,-33.844741,151.088767,pothole,0.43
